#1,#2,名称,所在地,ステータス,マッピングに関する特記事項,日付,開設時間,給水に関する特記事項,出典,市町村コード,都道府県,市区町村,市区町村以下,緯度・経度,出典最終確認日時,出典確認担当者
271,190,加茂学園（加茂小中学校）,千葉県 市原市 平野 123,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,平野 123,"35.333529, 140.146022",2019-09-20 14:04:17,藤田 周
272,191,石塚小学校,千葉県 市原市 八幡石塚 2丁目4,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,八幡石塚 2丁目4,"35.544645, 140.130566",2019-09-20 14:04:17,藤田 周
273,192,青葉台小学校,千葉県 市原市 青葉台 1丁目10-1,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水、災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,青葉台 1丁目10-1,"35.470864, 140.059831",2019-09-20 14:04:17,藤田 周
274,193,白幡小学校,千葉県 市原市 山木 108,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,山木 108,"35.517402, 140.144140",2019-09-20 14:04:17,藤田 周
275,194,国分寺台小学校,千葉県 市原市 南国分寺台 3丁目2,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,南国分寺台 3丁目2,"35.492417, 140.114656",2019-09-20 14:04:17,藤田 周
276,195,光風台小学校,千葉県 市原市 光風台 4丁目546,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,光風台 4丁目546,"35.445689, 140.098113",2019-09-20 14:04:17,藤田 周
277,196,国分寺台西小学校,千葉県 市原市 西国分寺台 2丁目11-1,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,西国分寺台 2丁目11-1,"35.505362, 140.113219",2019-09-20 14:04:17,藤田 周
278,197,有秋南小学校,千葉県 市原市 桜台 3丁目1-1,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,桜台 3丁目1-1,"35.442916, 140.050529",2019-09-20 14:04:17,藤田 周
279,198,国分寺台東小学校,千葉県 市原市 東国分寺台 5丁目1,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,東国分寺台 5丁目1,"35.496172, 140.120938",2019-09-20 14:04:17,藤田 周
280,199,水の江小学校,千葉県 市原市 ちはら台東 2丁目15,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,ちはら台東 2丁目15,"35.533786, 140.192318",2019-09-20 14:04:17,藤田 周
281,200,五所小学校,千葉県 市原市 五所 2154-1,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水、災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,五所 2154-1,"35.526137, 140.117075",2019-09-20 14:04:17,藤田 周
282,201,清水谷小学校,千葉県 市原市 ちはら台南 5丁目2,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,ちはら台南 5丁目2,"35.527411, 140.186139",2019-09-20 14:04:17,藤田 周
283,202,牧園小学校,千葉県 市原市 ちはら台南 2丁目7,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水、災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,ちはら台南 2丁目7,"35.525745, 140.176510",2019-09-20 14:04:17,藤田 周
284,203,ちはら台桜小学校,千葉県 市原市 ちはら台東 5丁目13,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,ちはら台東 5丁目13,"35.538554, 140.195022",2019-09-20 14:04:17,藤田 周
285,204,八幡中学校,千葉県 市原市 八幡 500,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水、災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,八幡 500,"35.531289, 140.124404",2019-09-20 14:04:17,藤田 周
286,205,八幡東中学校,千葉県 市原市 菊間 428,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,菊間 428,"35.533622, 140.129901",2019-09-20 14:04:17,藤田 周
287,206,菊間中学校,千葉県 市原市 菊間 1850,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,菊間 1850,"35.534641, 140.146937",2019-09-20 14:04:17,藤田 周
288,207,ちはら台南中学校,千葉県 市原市 ちはら台南 5丁目3,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,ちはら台南 5丁目3,"35.528542, 140.187323",2019-09-20 14:04:17,藤田 周
289,208,ちはら台西中学校,千葉県 市原市 ちはら台西 5丁目1,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,ちはら台西 5丁目1,"35.531173, 140.177604",2019-09-20 14:04:17,藤田 周
290,209,辰巳台中学校,千葉県 市原市 辰巳台東 2丁目2,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,辰巳台東 2丁目2,"35.521114, 140.154859",2019-09-20 14:04:17,藤田 周
291,210,市原中学校,千葉県 市原市 能満 1450,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,能満 1450,"35.504385, 140.127107",2019-09-20 14:04:17,藤田 周
292,211,五井中学校,千葉県 市原市 五井 922-2,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,五井 922-2,"35.509071, 140.078200",2019-09-20 14:04:17,藤田 周
293,212,若葉中学校,千葉県 市原市 五井 5308,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,五井 5308,"35.522655, 140.087410",2019-09-20 14:04:17,藤田 周
294,213,千種中学校,千葉県 市原市 千種 6丁目1-1,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,千種 6丁目1-1,"35.496566, 140.059425",2019-09-20 14:04:17,藤田 周
295,214,国分寺台中学校,千葉県 市原市 南国分寺台 2丁目1,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,南国分寺台 2丁目1,"35.492698, 140.112124",2019-09-20 14:04:17,藤田 周
296,215,国分寺台西中学校,千葉県 市原市 国分寺台中央 5丁目1-1,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,国分寺台中央 5丁目1-1,"35.503272, 140.118135",2019-09-20 14:04:17,藤田 周
297,216,東海中学校,千葉県 市原市 今富 477,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,今富 477,"35.481562, 140.091115",2019-09-20 14:04:17,藤田 周
298,217,姉崎中学校,千葉県 市原市 姉崎 2156,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,姉崎 2156,"35.470853, 140.047937",2019-09-20 14:04:17,藤田 周
299,218,姉崎東中学校,千葉県 市原市 姉崎 3056-1,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,姉崎 3056-1,"35.469943, 140.050364",2019-09-20 14:04:17,藤田 周
300,219,有秋中学校,千葉県 市原市 不入斗 1200,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水、災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,不入斗 1200,"35.454874, 140.048818",2019-09-20 14:04:17,藤田 周
301,220,湿津中学校,千葉県 市原市 潤井戸 2297-2,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,潤井戸 2297-2,"35.500342, 140.180959",2019-09-20 14:04:17,藤田 周
301.1,221,市東中学校,千葉県 市原市 東国吉 356,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,東国吉 356,"35.509809, 140.213361",2019-09-20 14:04:17,藤田 周
302,222,三和中学校,千葉県 市原市 磯ヶ谷 1703,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,磯ヶ谷 1703,"35.460355, 140.129635",2019-09-20 14:04:17,藤田 周
303,223,双葉中学校,千葉県 市原市 光風台 1丁目475,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,光風台 1丁目475,"35.445215, 140.114452",2019-09-20 14:04:17,藤田 周
305,224,南総中学校,千葉県 市原市 安久谷 140,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,安久谷 140,"35.395906, 140.154285",2019-09-20 14:04:17,藤田 周
306,225,市原SA（上り）,千葉県 市原市 今富字大作 1091-2,開設,,2019-09-20,24時間,"飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,今富字大作 1091-2,"35.460652, 140.084930",2019-09-20 14:04:17,藤田 周
307,226,市原SA（下り）,千葉県 市原市 海保字中木々音 1154-1,開設,,2019-09-20,24時間,"飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,海保字中木々音 1154-1,"35.458774, 140.085798",2019-09-20 14:04:17,藤田 周
308,227,青葉台小学校,千葉県 市原市 ,開設,,2019-09-20,24時間,"災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,,,2019-09-20 14:04:17,藤田 周
309,228,八幡公民館,千葉県 市原市 ,開設,,2019-09-20,24時間,"災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",,122190,千葉県,市原市,,,2019-09-20 14:04:17,藤田 周
310,229,市原小学校,千葉県 市原市 ,開設,,2019-09-20,24時間,"災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,,,2019-09-20 14:04:17,藤田 周
311,230,若宮小学校,千葉県 市原市 ,開設,,2019-09-20,24時間,"災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,,,2019-09-20 14:04:17,藤田 周
312,231,五所小学校,千葉県 市原市 ,開設,,2019-09-20,24時間,"災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,,,2019-09-20 14:04:17,藤田 周
313,232,八幡中学校,千葉県 市原市 ,開設,,2019-09-20,24時間,"災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,,,2019-09-20 14:04:17,藤田 周
314,233,五井公民館,千葉県 市原市 ,開設,,2019-09-20,24時間,"災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,,,2019-09-20 14:04:17,藤田 周
314.1,234,国分寺公民館,千葉県 市原市 ,開設,,2019-09-20,24時間,"災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,,,2019-09-20 14:04:17,藤田 周
316,235,白金小学校,千葉県 市原市 ,開設,,2019-09-20,24時間,"災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,,,2019-09-20 14:04:17,藤田 周
317,236,京葉小学校,千葉県 市原市 ,開設,,2019-09-20,24時間,"災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,,,2019-09-20 14:04:17,藤田 周
318,237,千種小学校,千葉県 市原市 ,開設,,2019-09-20,24時間,"災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,,,2019-09-20 14:04:17,藤田 周
319,238,東海小学校,千葉県 市原市 ,開設,,2019-09-20,24時間,"災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,,,2019-09-20 14:04:17,藤田 周
320,239,三和コミュニティセンター,千葉県 市原市 ,開設,,2019-09-20,24時間,"災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,,,2019-09-20 14:04:17,藤田 周
321,240,養老小学校,千葉県 市原市 ,開設,,2019-09-20,24時間,"災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,,,2019-09-20 14:04:17,藤田 周
322,241,海上小学校,千葉県 市原市 ,開設,,2019-09-20,24時間,"災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,,,2019-09-20 14:04:17,藤田 周
323,242,市津公民館,千葉県 市原市 ,開設,,2019-09-20,24時間,"災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,,,2019-09-20 14:04:17,藤田 周
324,243,辰巳公民館,千葉県 市原市 ,開設,,2019-09-20,24時間,"災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,,,2019-09-20 14:04:17,藤田 周
